,date,open,volume,ticker,change
0,2004-05-24,18.950000762939453,64590000,GNW,
1,2004-05-31,19.5,13604600,GNW,2.902370527267636
2,2004-06-07,20.020000457763672,7726500,GNW,2.6666690141726757
3,2004-06-14,20.100000381469727,10242300,GNW,0.39960000937478024
4,2004-06-21,21.600000381469727,14690500,GNW,7.462686425532887
5,2004-06-28,22.149999618530273,12508500,GNW,2.546292719200051
6,2004-07-05,22.25,4257400,GNW,0.45146899860922846
7,2004-07-12,21.84000015258789,6162400,GNW,-1.8426959434252104
8,2004-07-19,22.5,5865200,GNW,3.021977302202097
9,2004-07-26,22.96999931335449,4368100,GNW,2.0888858371310612
10,2004-08-02,22.70000076293945,4206100,GNW,-1.175439958581388
11,2004-08-09,21.5,7249200,GNW,-5.286346795629184
12,2004-08-16,21.25,3645200,GNW,-1.1627906976744187
13,2004-08-23,21.850000381469727,3248600,GNW,2.823531206916361
14,2004-08-30,22.200000762939453,2207800,GNW,1.601832381506732
15,2004-09-06,22.350000381469727,2971300,GNW,0.67567393412293
16,2004-09-13,23.0,5966900,GNW,2.9082756484835897
17,2004-09-20,23.04999923706055,4248500,GNW,0.21738798721978447
18,2004-09-27,22.82999992370605,4380200,GNW,-0.9544439073159584
19,2004-10-04,24.04999923706055,4232700,GNW,5.343842827120141
20,2004-10-11,24.8700008392334,4002900,GNW,3.4095701795667526
21,2004-10-18,23.82999992370605,2575800,GNW,-4.181748614526402
22,2004-10-25,23.649999618530273,2183700,GNW,-0.7553516817124017
23,2004-11-01,24.0,2640400,GNW,1.4799170702543858
24,2004-11-08,25.75,2647500,GNW,7.291666666666667
25,2004-11-15,26.0,2997100,GNW,0.9708737864077669
26,2004-11-22,25.18000030517578,2319100,GNW,-3.153844980093149
27,2004-11-29,26.15999984741211,3348300,GNW,3.8919758949919006
28,2004-12-06,26.20000076293945,3578800,GNW,0.15290869939090349
29,2004-12-13,26.15999984741211,5484200,GNW,-0.15267524565847526
30,2004-12-20,26.20000076293945,2832300,GNW,0.15290869939090349
31,2004-12-27,27.0,2346100,GNW,3.053432113605772
32,2005-01-03,27.0,3405000,GNW,0.0
33,2005-01-10,26.0,2675200,GNW,-3.7037037037037033
34,2005-01-17,25.76000022888184,3281600,GNW,-0.9230760427621556
35,2005-01-24,26.5,5548200,GNW,2.8726698934128136
36,2005-01-31,26.43000030517578,3356500,GNW,-0.26414979178950476
37,2005-02-07,26.8799991607666,4014100,GNW,1.702606320071427
38,2005-02-14,27.190000534057607,5035200,GNW,1.153278954500425
39,2005-02-21,28.209999084472656,1986200,GNW,3.7513737785235217
40,2005-02-28,28.559999465942386,2924800,GNW,1.240696181597458
41,2005-03-07,28.25,3944600,GNW,-1.085432324016878
42,2005-03-14,29.07999992370605,5245700,GNW,2.938052827278057
43,2005-03-21,28.959999084472656,24855800,GNW,-0.4126576325592424
44,2005-03-28,27.04999923706055,18539700,GNW,-6.595303549012131
45,2005-04-04,27.81999969482422,7614000,GNW,2.8465821792287125
46,2005-04-11,27.520000457763672,6805000,GNW,-1.0783581608606572
47,2005-04-18,27.979999542236328,5522200,GNW,1.6715082733324802
48,2005-04-25,27.25,4345800,GNW,-2.6090048398120245
49,2005-05-02,28.0,7097200,GNW,2.7522935779816518
50,2005-05-09,28.309999465942386,5702800,GNW,1.107140949794237
51,2005-05-16,27.29999923706055,6552000,GNW,-3.5676448178562867
52,2005-05-23,27.70000076293945,5409200,GNW,1.4652070954488723
53,2005-05-30,28.70000076293945,6116100,GNW,3.6101082038161016
54,2005-06-06,28.649999618530273,4137400,GNW,-0.1742200107316479
55,2005-06-13,29.5,5359400,GNW,2.9668425577219293
56,2005-06-20,30.54999923706055,8175300,GNW,3.5593194476628827
57,2005-06-27,30.149999618530273,4659200,GNW,-1.3093277529284941
58,2005-07-04,30.190000534057607,7634600,GNW,0.13267302166980965
59,2005-07-11,32.200000762939446,4999400,GNW,6.657834360136341
60,2005-07-18,32.22999954223633,5939500,GNW,0.09316390865247792
