date,Unnamed: 0,open,volume,ticker,change
1993-01-25,0,4.277777671813965,5205600,BEN,
1993-02-01,1,4.402777671813965,4944000,BEN,2.922077994460019
1993-02-08,2,4.2638888359069815,3730200,BEN,-3.1545730050402585
1993-02-15,3,4.152777671813965,3283800,BEN,-2.605864467134542
1993-02-22,4,4.055555343627931,4055400,BEN,-2.341139735120152
1993-03-01,5,4.125,3268800,BEN,1.7123340822159054
1993-03-08,6,4.041666507720946,4330200,BEN,-2.020205873431603
1993-03-15,7,4.305555343627931,2349600,BEN,6.529208567873364
1993-03-22,8,4.125,1847400,BEN,-4.1935436713209615
1993-03-29,9,4.097222328186035,1895400,BEN,-0.6733981045809659
1993-04-05,10,4.069444656372069,2339400,BEN,-0.6779634979257704
1993-04-12,11,3.972222328186035,8073000,BEN,-2.389080977764383
1993-04-19,12,3.8333332538604736,3954000,BEN,-3.4965080715657457
1993-04-26,13,3.6666667461395264,7231800,BEN,-4.347822030685715
1993-05-03,14,3.8333332538604736,2452200,BEN,4.545450112051311
1993-05-10,15,3.8611111640930176,2904600,BEN,0.7246411515244433
1993-05-17,16,3.972222328186035,2842200,BEN,2.8776991744322853
1993-05-24,17,4.125,3051000,BEN,3.8461510759326676
1993-05-31,18,4.2361111640930185,3266400,BEN,2.6936039780125687
1993-06-07,19,4.222222328186035,2039400,BEN,-0.3278675976379154
1993-06-14,20,4.097222328186035,3157200,BEN,-2.960526241490057
1993-06-21,21,4.1388888359069815,4039800,BEN,1.0169452468886013
1993-06-28,22,4.208333492279054,4001400,BEN,1.6778574908705959
1993-07-05,23,4.305555343627931,1657200,BEN,2.310222123014917
1993-07-12,24,4.291666507720946,3044400,BEN,-0.322579430491799
1993-07-19,25,4.2638888359069815,9805800,BEN,-0.6472467458501556
1993-07-26,26,4.194444656372069,9126600,BEN,-1.6286583024892693
1993-08-02,27,4.777777671813965,10677600,BEN,13.907276486667053
1993-08-09,28,4.847222328186035,7181400,BEN,1.453492840023769
1993-08-16,29,5.041666507720947,4258800,BEN,4.011455765175898
1993-08-23,30,4.875,4824600,BEN,-3.30578207554406
1993-08-30,31,5.0138888359069815,2957400,BEN,2.8490017621944927
1993-09-06,32,5.208333492279053,4702800,BEN,3.8781206112819087
1993-09-13,33,5.166666507720947,4954800,BEN,-0.800006079101377
1993-09-20,34,5.222222328186035,5389800,BEN,1.0752739775649647
1993-09-27,35,5.31944465637207,3054600,BEN,1.8617041189781327
1993-10-04,36,5.5138888359069815,6293400,BEN,3.6553473547655
1993-10-11,37,5.3888888359069815,4801200,BEN,-2.267002540674883
1993-10-18,38,5.527777671813965,4614000,BEN,2.5773186297988926
1993-10-25,39,5.097222328186035,5496000,BEN,-7.788941039060296
1993-11-01,40,5.30555534362793,4640400,BEN,4.087187138961519
1993-11-08,41,5.027777671813965,4822200,BEN,-5.235600306150438
1993-11-15,42,5.027777671813965,6037800,BEN,0.0
1993-11-22,43,4.847222328186035,3831600,BEN,-3.591156081545415
1993-11-29,44,4.9861111640930185,4147800,BEN,2.8653283572193677
1993-12-06,45,5.027777671813965,3622800,BEN,0.8356513994514116
1993-12-13,46,4.93055534362793,4276200,BEN,-1.9337038057802274
1993-12-20,47,4.972222328186035,4871400,BEN,0.8450769062343932
1993-12-27,48,4.958333492279053,3519600,BEN,-0.2793285374278375
1994-01-03,49,5.05555534362793,6839400,BEN,1.9607767710717219
1994-01-10,50,4.777777671813965,6918000,BEN,-5.494503628846205
1994-01-17,51,4.541666507720947,13963800,BEN,-4.941861683642846
1994-01-24,52,5.222222328186035,6094800,BEN,14.984715837416196
1994-01-31,53,5.222222328186035,5075400,BEN,0.0
1994-02-07,54,5.0138888359069815,6580800,BEN,-3.9893646648211414
1994-02-14,55,5.2638888359069815,4974000,BEN,4.98614963717632
1994-02-21,56,5.05555534362793,5185200,BEN,-3.957786700545994
1994-02-28,57,4.916666507720947,5703600,BEN,-2.7472518144231026
1994-03-07,58,4.833333492279053,7245000,BEN,-1.6949088434416189
1994-03-14,59,5.166666507720947,6522000,BEN,6.8965449202785845
1994-03-21,60,5.458333492279053,4089000,BEN,5.64516761672628
1994-03-28,61,5.2361111640930185,11731800,BEN,-4.071248642106116
1994-04-04,62,4.347222328186035,13537200,BEN,-16.976126137324925
1994-04-11,63,4.041666507720946,9730800,BEN,-7.028759916049382
1994-04-18,64,4.0,11737200,BEN,-1.030923942916846
1994-04-25,65,4.0138888359069815,7310400,BEN,0.34722089767453834
1994-05-02,66,4.222222328186035,6384600,BEN,5.190315447088818
1994-05-09,67,4.0138888359069815,7173600,BEN,-4.9342141669872355
1994-05-16,68,3.9166667461395264,18355200,BEN,-2.4221420607799864
