date,Unnamed: 0,open,volume,ticker,change
1993-01-25,0,4.6521034240722665,2036000,AES,
1993-02-01,1,4.368932247161865,818400,AES,-6.0869493022260555
1993-02-08,2,4.490291118621826,2030400,AES,2.777769592073619
1993-02-15,3,4.6521034240722665,2086400,AES,3.603603890611535
1993-02-22,4,4.368932247161865,2826000,AES,-6.0869493022260555
1993-03-01,5,4.571197509765625,1154400,AES,4.6296269010615765
1993-03-08,6,4.571197509765625,1172800,AES,0.0
1993-03-15,7,4.7330098152160645,683200,AES,3.539823101162302
1993-03-22,8,4.6521034240722665,1136000,AES,-1.7094067898125522
1993-03-29,9,4.894822120666504,1662000,AES,5.217396830394865
1993-04-05,10,5.097087383270264,465200,AES,4.132229070179537
1993-04-12,11,5.137540340423584,1986800,AES,0.793648492001444
1993-04-19,12,4.9757280349731445,2080000,AES,-3.149606518458952
1993-04-26,13,5.097087383270264,2209600,AES,2.4390269613635374
1993-05-03,14,5.137540340423584,1856400,AES,0.793648492001444
1993-05-10,15,5.097087383270264,1368000,AES,-0.7873993092574921
1993-05-17,16,4.935275077819824,1276800,AES,-3.174603323096681
1993-05-24,17,4.6521034240722665,814000,AES,-5.737707610669795
1993-05-31,18,4.813915729522705,1246800,AES,3.478261136954571
1993-06-07,19,4.813915729522705,8878000,AES,0.0
1993-06-14,20,4.854369163513184,3490800,AES,0.8403436259256958
1993-06-21,21,5.056634426116943,2582000,AES,4.166664210955419
1993-06-28,22,5.036407947540283,3116800,AES,-0.3999988306885047
1993-07-05,23,4.894822120666504,2038000,AES,-2.8112461966653832
1993-07-12,24,5.056634426116943,4414000,AES,3.3057852044765674
1993-07-19,25,5.097087383270264,3434000,AES,0.7999976613770095
1993-07-26,26,5.137540340423584,4631600,AES,0.793648492001444
1993-08-02,27,5.177993297576903,1912800,AES,0.7873993092574749
1993-08-09,28,5.016180992126465,2738800,AES,-3.1250002877786716
1993-08-16,29,5.137540340423584,1072000,AES,2.4193574451880444
1993-08-23,30,5.097087383270264,1027200,AES,-0.7873993092574921
1993-08-30,31,5.137540340423584,1899600,AES,0.793648492001444
1993-09-06,32,5.258899688720703,843600,AES,2.3622072092014603
1993-09-13,33,5.016180992126465,1392400,AES,-4.61538935824963
1993-09-20,34,5.097087383270264,1700800,AES,1.612908132118672
1993-09-27,35,5.097087383270264,5510400,AES,0.0
1993-10-04,36,5.258899688720703,4802400,AES,3.174603323096681
1993-10-11,37,5.258899688720703,1574800,AES,0.0
1993-10-18,38,5.380259037017822,2712800,AES,2.307694679124815
1993-10-25,39,5.097087383270264,2412000,AES,-5.263160227030916
1993-11-01,40,5.380259037017822,1931600,AES,5.555558154191918
1993-11-08,41,4.995954513549805,2924000,AES,-7.142862840318381
1993-11-15,42,5.258899688720703,2815600,AES,5.263161913459186
1993-11-22,43,5.218446731567383,1998000,AES,-0.7692285372942914
1993-11-29,44,5.380259037017822,2048000,AES,3.1007752646320186
1993-12-06,45,5.299352645874023,1637600,AES,-1.503763863173468
1993-12-13,46,5.622977256774902,1168800,AES,6.106870641130987
1993-12-20,47,5.461164951324463,1425600,AES,-2.8776980247515356
1993-12-27,48,5.542071342468262,2165200,AES,1.4814859442064114
1994-01-03,49,5.582524299621582,2976400,AES,0.729924872011912
1994-01-10,50,5.784789562225343,1728400,AES,3.623186425135157
1994-01-17,51,5.906148910522461,1191600,AES,2.097904288335645
1994-01-24,52,5.703883647918701,1329600,AES,-3.4246556540997757
1994-01-31,53,5.784789562225343,1121200,AES,1.4184355660228691
1994-02-07,54,5.339805603027344,1506000,AES,-7.6923102285992
1994-02-14,55,5.703883647918701,1736800,AES,6.818189124430811
1994-02-21,56,5.7645630836486825,1167200,AES,1.0638266745171558
1994-02-28,57,5.461164951324463,2069200,AES,-5.263159200821576
1994-03-07,58,5.5625,1534400,AES,1.855557368780098
1994-03-14,59,5.5,4927200,AES,-1.1235955056179776
1994-03-21,60,5.6875,1237600,AES,3.4090909090909087
1994-03-28,61,5.5625,1693200,AES,-2.197802197802198
1994-04-04,62,4.8125,1287200,AES,-13.48314606741573
1994-04-11,63,5.1875,2045600,AES,7.792207792207792
1994-04-18,64,5.125,4986400,AES,-1.2048192771084338
1994-04-25,65,4.4375,3166800,AES,-13.414634146341465
1994-05-02,66,4.4375,3138400,AES,0.0
1994-05-09,67,4.375,2014800,AES,-1.4084507042253522
1994-05-16,68,4.125,2821200,AES,-5.714285714285714
1994-05-23,69,4.46875,1845200,AES,8.333333333333332
1994-05-30,70,4.375,1916800,AES,-2.097902097902098
1994-06-06,71,4.5,1266400,AES,2.857142857142857
1994-06-13,72,4.25,1671200,AES,-5.555555555555555
1994-06-20,73,4.5625,1703600,AES,7.352941176470589
1994-06-27,74,4.75,2742400,AES,4.10958904109589
1994-07-04,75,4.75,1376400,AES,0.0
1994-07-11,76,4.5625,4497600,AES,-3.9473684210526314
1994-07-18,77,4.5,1705600,AES,-1.36986301369863
1994-07-25,78,4.25,885600,AES,-5.555555555555555
1994-08-01,79,4.375,1219200,AES,2.941176470588235
1994-08-08,80,4.1875,1628800,AES,-4.285714285714286
1994-08-15,81,3.9375,3290400,AES,-5.970149253731343
1994-08-22,82,4.0625,1147200,AES,3.1746031746031744
1994-08-29,83,4.3125,1653200,AES,6.153846153846154
1994-09-05,84,4.25,1471600,AES,-1.4492753623188406
1994-09-12,85,4.25,2897600,AES,0.0
1994-09-19,86,4.5,1073600,AES,5.88235294117647
1994-09-26,87,4.5625,4881200,AES,1.3888888888888888
1994-10-03,88,4.9375,4025200,AES,8.21917808219178
1994-10-10,89,4.5,1350800,AES,-8.860759493670885
1994-10-17,90,4.9375,3112000,AES,9.722222222222223
1994-10-24,91,4.9375,4254400,AES,0.0
1994-10-31,92,4.9375,1423200,AES,0.0
