,date,open,volume,ticker,change
0,2005-07-04,7.920286178588867,4067600,DISCA,
1,2005-07-11,7.818089008331299,7257500,DISCA,-1.290321687287523
2,2005-07-18,7.945835590362549,76892800,DISCA,1.6339873068101127
3,2005-07-25,7.6596832275390625,87870500,DISCA,-3.601287234920373
4,2005-08-01,7.235564708709718,37455600,DISCA,-5.537024263673206
5,2005-08-08,7.102708339691162,59565400,DISCA,-1.836157568442881
6,2005-08-15,7.491057872772218,30837400,DISCA,5.467626073154254
7,2005-08-22,7.7516608238220215,13708800,DISCA,3.478853794428924
8,2005-08-29,7.920286178588867,16814900,DISCA,2.175344853178244
9,2005-09-05,7.690342426300049,15101800,DISCA,-2.903225301510339
10,2005-09-12,7.639243602752685,11025500,DISCA,-0.664454463986055
11,2005-09-19,7.710781574249268,12053700,DISCA,0.9364535969347187
12,2005-09-26,7.485948085784912,18807700,DISCA,-2.9158326727241723
13,2005-10-03,7.3684210777282715,19075200,DISCA,-1.569968248641931
14,2005-10-10,7.112927913665772,21059300,DISCA,-3.4674072147525576
15,2005-10-17,7.3837504386901855,21836900,DISCA,3.8074689960528505
16,2005-10-24,7.174246311187744,18965400,DISCA,-2.8373673953639966
17,2005-10-31,7.250894069671631,10593400,DISCA,1.0683736682466534
18,2005-11-07,7.210015296936035,13771200,DISCA,-0.563775616397151
19,2005-11-14,7.8436384201049805,15183100,DISCA,8.788096794166425
20,2005-11-21,7.874297618865968,8328800,DISCA,0.39087980754444007
21,2005-11-28,8.094021797180176,13164700,DISCA,2.7903971750797516
22,2005-12-05,8.022483825683594,8564900,DISCA,-0.8838371490611094
23,2005-12-12,8.048032760620117,39520400,DISCA,0.31846664314522843
24,2005-12-19,8.150230407714844,11683000,DISCA,1.2698463107008031
25,2005-12-26,7.869187355041504,7865100,DISCA,-3.448283528368844
26,2006-01-02,7.72611141204834,12886700,DISCA,-1.8181793943627542
27,2006-01-09,7.812979221343994,12983000,DISCA,1.12434062444647
28,2006-01-16,7.756770610809326,9712300,DISCA,-0.7194260850088235
29,2006-01-23,7.812979221343994,7012300,DISCA,0.7246393293665194
30,2006-01-30,7.9713850021362305,10680200,DISCA,2.027469628480431
31,2006-02-06,7.414409637451173,8688700,DISCA,-6.987184341689623
32,2006-02-13,7.3837504386901855,7860900,DISCA,-0.4135082934469053
33,2006-02-20,7.409299850463867,7717500,DISCA,0.3460221466831413
34,2006-02-27,7.373530864715576,8603900,DISCA,-0.48275797268552534
35,2006-03-06,7.3837504386901855,8093300,DISCA,0.13859810397638556
36,2006-03-13,7.327542304992676,6912300,DISCA,-0.7612409731914046
37,2006-03-20,7.434849262237549,17760400,DISCA,1.4644331315802661
38,2006-03-27,7.3684210777282715,20947300,DISCA,-0.8934704950465451
39,2006-04-03,7.746551036834718,16355900,DISCA,5.131763713251671
40,2006-04-10,7.649463653564452,7510300,DISCA,-1.2532981814567101
41,2006-04-17,7.4246296882629395,16705500,DISCA,-2.9392121524330133
42,2006-04-24,7.526826858520508,9377300,DISCA,1.376461514560443
43,2006-05-01,7.613694667816162,21105600,DISCA,1.1541093069959265
44,2006-05-08,7.3326520919799805,11040300,DISCA,-3.6912772063762462
45,2006-05-15,7.107818126678468,11130100,DISCA,-3.066202548289763
46,2006-05-22,7.015840530395508,12777800,DISCA,-1.2940341838198053
47,2006-05-29,7.046499729156494,9579500,DISCA,0.43699965283073444
48,2006-06-05,7.291773319244385,8413900,DISCA,3.4807861990402893
49,2006-06-12,7.082268714904785,12100100,DISCA,-2.8731639776387023
50,2006-06-19,7.256003856658935,9551000,DISCA,2.4531001116707163
51,2006-06-26,7.2764434814453125,15424400,DISCA,0.2816925843778216
52,2006-07-03,7.4603986740112305,9775600,DISCA,2.5280920965716076
53,2006-07-10,7.286663055419923,11599500,DISCA,-2.3287712384128567
54,2006-07-17,7.107818126678468,8865500,DISCA,-2.454414694095505
55,2006-07-24,6.90342378616333,8841400,DISCA,-2.8756270471801235
56,2006-07-31,6.888093948364258,9417000,DISCA,-0.22206137525264147
57,2006-08-07,7.000511169433594,11600200,DISCA,1.6320512163750627
58,2006-08-14,7.199795722961426,9642700,DISCA,2.8467143142056583
59,2006-08-21,7.256003856658935,5527700,DISCA,0.7806906731846734
60,2006-08-28,7.118037700653076,5260100,DISCA,-1.9014068725893114
