date,open,volume,ticker,change
1996-04-01,4.464285850524902,6881600,DF,
1996-05-01,4.222470283508302,2698000,DF,-0.0541666853586825
1996-06-01,5.357142925262451,637600,DF,0.2687224694477636
1996-07-01,4.947916507720947,432200,DF,-0.07638893030307858
1996-08-01,4.985118865966797,676000,DF,0.007518792644903649
1996-09-01,5.059523582458496,282300,DF,0.0149253645684674
1996-10-01,5.208333492279053,455800,DF,0.0294118423197956
1996-11-01,5.282738208770752,730900,DF,0.014285705130441128
1996-12-01,5.43154764175415,441700,DF,0.028168996286118277
1997-01-01,6.026785850524902,10033600,DF,0.10958906154020519
1997-02-01,7.440476417541504,5351900,DF,0.23456791100242533
1997-03-01,7.291666507720947,5919700,DF,-0.020000051269529685
1997-04-01,7.961309432983397,2763800,DF,0.09183674603787526
1997-05-01,8.482142448425293,2760400,DF,0.06542052156446844
1997-06-01,8.928571701049805,10652700,DF,0.05263166179287536
1997-07-01,12.276785850524902,3648800,DF,0.37499997329712
1997-08-01,12.909226417541506,2901000,DF,0.051515158341673195
1997-09-01,12.202381134033205,5042800,DF,-0.05475504578243471
1997-10-01,15.327381134033205,16566300,DF,0.25609755716318183
1997-11-01,15.066964149475098,10460400,DF,-0.01699031180087722
1997-12-01,17.373512268066403,7977000,DF,0.15308645429223117
1998-01-01,17.7269344329834,17393700,DF,0.020342585855055207
1998-02-01,18.377975463867188,13043500,DF,0.036726092339600336
1998-03-01,19.233631134033203,21316600,DF,0.04655875571541133
1998-04-01,18.526784896850586,21748800,DF,-0.03675053515671717
1998-05-01,17.633928298950195,12267500,DF,-0.048192743796154805
1998-06-01,17.559524536132812,12423800,DF,-0.0042193526907905315
1998-07-01,17.764137268066406,16829300,DF,0.01165252120081927
1998-08-01,15.271577835083008,20760000,DF,-0.14031412814311747
1998-09-01,14.360118865966795,63459700,DF,-0.059683352889859306
1998-10-01,9.077381134033203,39632600,DF,-0.36787562702239035
1998-11-01,9.933035850524902,34823200,DF,0.09426228819275326
1998-12-01,14.099702835083008,20296400,DF,0.4194756816807343
1999-01-01,14.955357551574707,27193700,DF,0.060686010655675054
1999-02-01,10.658482551574707,20654500,DF,-0.2873134249837822
1999-03-01,11.160714149475098,29180200,DF,0.047120365912330535
1999-04-01,10.119047164916992,22908700,DF,-0.09333336295572953
1999-05-01,11.309523582458494,15484700,DF,0.11764708654278397
1999-06-01,10.9375,16705000,DF,-0.03289471742518997
1999-07-01,11.904762268066404,26715700,DF,0.08843540736607126
1999-08-01,9.337797164916992,19593100,DF,-0.215625062084196
1999-09-01,9.523809432983398,20521300,DF,0.019920358600770675
1999-10-01,11.197916984558104,13825900,DF,0.17578129459172512
1999-11-01,10.751487731933594,23870000,DF,-0.039867169335166056
1999-12-01,10.677083015441896,14660200,DF,-0.006920411234875323
2000-01-01,11.755952835083008,15450900,DF,0.10104537148215288
2000-02-01,12.406993865966795,14494600,DF,0.05537969061434996
2000-03-01,11.681547164916992,20420600,DF,-0.058470787435444066
2000-04-01,11.997767448425293,11155000,DF,0.02707006863423025
2000-05-01,11.700148582458494,18214500,DF,-0.02480618725493476
2000-06-01,13.3556547164917,14141200,DF,0.141494453883708
2000-07-01,14.564732551574707,9466000,DF,0.09052928222156163
2000-08-01,13.764881134033205,16377000,DF,-0.054917000000458224
2000-09-01,14.9181547164917,10561800,DF,0.08378376618211865
2000-10-01,15.1599702835083,10523200,DF,0.016209482446865875
2000-11-01,13.932291984558105,18262300,DF,-0.08098157687589395
2000-12-01,12.909226417541506,14411600,DF,-0.0734312464991774
2001-01-01,14.360118865966795,14610500,DF,0.11239189719794257
2001-02-01,13.726190567016602,15802100,DF,-0.04414505930397215
2001-03-01,14.595237731933596,15406900,DF,0.06331306276668444
2001-04-01,14.3125,42097700,DF,-0.01937191686264764
2001-05-01,13.720237731933596,22275200,DF,-0.0413807698212335
2001-06-01,15.476190567016602,24458700,DF,0.12798268290906206
2001-07-01,15.803571701049805,23405000,DF,0.02115385776722918
2001-08-01,16.470237731933597,26713800,DF,0.0421845164811387
2001-09-01,17.327381134033207,27859600,DF,0.05204195689523792
2001-10-01,18.64583396911621,28029200,DF,0.07609071589551368
2001-11-01,17.589284896850586,26300100,DF,-0.05666408239050216
2001-12-01,17.9613094329834,36830600,DF,0.02115063450927585
2002-01-01,20.26785659790039,52667200,DF,0.12841753957433333
2002-02-01,19.4613094329834,33352600,DF,-0.0397943986341676
2002-03-01,21.33035659790039,24282600,DF,0.09603912683024789
2002-04-01,22.5386905670166,24074900,DF,0.05664855922920439
2002-05-01,22.035715103149414,20387000,DF,-0.022316090740570706
2002-06-01,21.654762268066406,28933600,DF,-0.017287972425662775
2002-07-01,22.1726188659668,37506300,DF,0.0239142130257445
2002-08-01,19.79166603088379,24156300,DF,-0.10738257169691326
2002-09-01,22.52976226806641,25683300,DF,0.13834591958605075
2002-10-01,23.66071510314941,31133700,DF,0.05019816994189985
2002-11-01,22.315475463867188,33494500,DF,-0.056855409205411635
2002-12-01,22.113094329833984,20620300,DF,-0.009069093524845346
2003-01-01,22.160715103149414,27028400,DF,0.002153510160320797
2003-02-01,23.15476226806641,35451600,DF,0.044856276536659447
2003-03-01,25.05952453613281,27872100,DF,0.08226222519646972
2003-04-01,25.56547546386719,23558700,DF,0.020189965176907566
2003-05-01,25.875,27875400,DF,0.012107130046154376
2003-06-01,27.3511905670166,21901600,DF,0.05705084316972373
2003-07-01,28.4375,23774000,DF,0.03971708033409715
2003-08-01,26.51785659790039,42512900,DF,-0.06750394381009615
2003-09-01,25.9375,26439700,DF,-0.021885501784723493
2003-10-01,27.714284896850586,20060000,DF,0.0685025502400226
2003-11-01,27.09821510314941,21075700,DF,-0.022229323108790902
2003-12-01,29.51785659790039,14287800,DF,0.0892915450534513
2004-01-01,29.616071701049805,18305700,DF,0.003327311480888491
2004-02-01,28.75,18972600,DF,-0.0292433010627505
2004-03-01,32.41964340209961,22699500,DF,0.1276397705078125
2004-04-01,30.0,23440100,DF,-0.07463510230784663
2004-05-01,29.98214340209961,21235700,DF,-0.0005952199300130208
2004-06-01,31.589284896850586,17175500,DF,0.053603288904235935
2004-07-01,33.57143020629883,14145900,DF,0.06274739412179159
2004-08-01,32.94643020629883,15854400,DF,-0.01861702036997919
2004-09-01,33.09821319580078,57208400,DF,0.004606963138389866
2004-10-01,26.875,24591100,DF,-0.18802263309459646
2004-11-01,26.651784896850586,22509600,DF,-0.008305678256722383
2004-12-01,28.276784896850586,15928800,DF,0.06097152615816078
2005-01-01,29.508928298950195,20798100,DF,0.04357438112551626
2005-02-01,31.60714340209961,16748100,DF,0.07110441564982418
2005-03-01,30.89285659790039,14392600,DF,-0.02259890414999572
2005-04-01,30.651784896850586,16116100,DF,-0.007803477165856813
2005-05-01,30.76785659790039,16822700,DF,0.003786784405554498
2005-06-01,34.74106979370117,22218800,DF,0.12913519611476332
2005-07-01,31.589284896850586,18399000,DF,-0.09072216012824191
2005-08-01,31.875,20870400,DF,0.009044684109892577
2005-09-01,33.03571319580078,19131200,DF,0.03641453163296569
2005-10-01,34.77678680419922,25862600,DF,0.05270277042542396
2005-11-01,32.27678680419922,25577400,DF,-0.071887032406862
2005-12-01,34.27678680419922,21240400,DF,0.061964036635139885
2006-01-01,33.80356979370117,20676500,DF,-0.013805757616699168
2006-02-01,33.86606979370117,15288400,DF,0.001848917152283899
2006-03-01,33.48214340209961,30546700,DF,-0.01133660899951756
2006-04-01,34.73214340209961,16154800,DF,0.03733333272569445
2006-05-01,35.41964340209961,31530100,DF,0.01979434416242908
2006-06-01,31.875,20335400,DF,-0.1000756377431369
2006-07-01,33.34821319580078,15361800,DF,0.04621845320159314
2006-08-01,33.52678680419922,17564100,DF,0.005354817883343853
2006-09-01,35.28571319580078,23669300,DF,0.05246331543413094
2006-10-01,37.14285659790039,19774000,DF,0.05263159601718412
2006-11-01,37.38393020629883,32672000,DF,0.006490443398262074
2006-12-01,38.25893020629883,14551400,DF,0.023405778771023143
2007-01-01,37.75,18676700,DF,-0.013302259199475459
2007-02-01,39.50893020629883,23933400,DF,0.046594177650300085
2007-03-01,39.86606979370117,63394700,DF,0.009039464889014021
2007-04-01,41.73214340209961,42518200,DF,0.04680856723662478
2007-05-01,32.66964340209961,71460500,DF,-0.21715874769911894
2007-06-01,29.5625,45281000,DF,-0.0951079680869709
2007-07-01,28.45535659790039,31924300,DF,-0.037450939605906446
2007-08-01,25.6875,63096300,DF,-0.0972701427366621
2007-09-01,23.776784896850586,42295000,DF,-0.07438306970897962
2007-10-01,23.01785659790039,52868100,DF,-0.03191887810915601
2007-11-01,24.79464340209961,43262600,DF,0.07719167059027082
2007-12-01,22.23214340209961,24433800,DF,-0.10334893543107007
2008-01-01,23.03571510314941,41254100,DF,0.036144589683328135
2008-02-01,24.901784896850586,59204400,DF,0.08100767809227025
2008-03-01,19.508928298950195,53328700,DF,-0.21656506231336228
2008-04-01,18.08035659790039,44506200,DF,-0.07322655961202534
2008-05-01,20.75,38316700,DF,0.14765435557889525
2008-06-01,19.29464340209961,62995500,DF,-0.07013766736869352
2008-07-01,17.366071701049805,46001300,DF,-0.09995373642613892
2008-08-01,19.125,48935200,DF,0.10128532976423595
2008-09-01,21.45535659790039,51880800,DF,0.12184871100132762
2008-10-01,20.714284896850586,56137500,DF,-0.034540171712751935
2008-11-01,19.776784896850586,77182500,DF,-0.04525862247566838
2008-12-01,12.598214149475098,46541200,DF,-0.3629796645317542
2009-01-01,16.089284896850586,54502400,DF,0.277108382660803
2009-02-01,17.303571701049805,74426200,DF,0.07547176968921164
2009-03-01,17.964284896850586,79286900,DF,0.0381836309413909
2009-04-01,15.991071701049805,51803200,DF,-0.10984089860135293
2009-05-01,17.6875,109441000,DF,0.10608596663592133
2009-06-01,16.964284896850586,62588800,DF,-0.04088848639714002
2009-07-01,17.16964340209961,58424500,DF,0.012105344050614723
2009-08-01,19.14285659790039,68648700,DF,0.11492452985712473
2009-09-01,16.1875,49256700,DF,-0.1543843042853143
2009-10-01,15.875,74615200,DF,-0.019305019305019305
2009-11-01,15.910714149475098,82629000,DF,0.0022497102031557577
2009-12-01,14.357142448425293,56749500,DF,-0.09764311560465423
2010-01-01,16.133928298950195,49615600,DF,0.12375623191784813
2010-02-01,15.8125,105740300,DF,-0.019922506967575283
2010-03-01,13.0625,104114100,DF,-0.17391304347826086
2010-04-01,14.035714149475098,71203600,DF,0.07450443249570125
2010-05-01,14.071428298950195,231505200,DF,0.0025445195801763517
2010-06-01,9.491071701049805,101481600,DF,-0.32550758178841804
2010-07-01,8.991071701049805,95288700,DF,-0.052681089738758916
2010-08-01,10.3125,101192900,DF,0.14697116682941191
2010-09-01,9.419642448425293,79809300,DF,-0.08658012621330492
2010-10-01,9.169642448425293,88331800,DF,-0.026540285511770477
2010-11-01,9.321428298950195,198827400,DF,0.016553082781430438
2010-12-01,6.535714149475098,176183300,DF,-0.29885056883276484
2011-01-01,7.9375,156473400,DF,0.21448089963320746
2011-02-01,9.0625,119468500,DF,0.14173228346456693
2011-03-01,9.464285850524902,86666600,DF,0.04433499040274785
2011-04-01,8.964285850524902,78760400,DF,-0.05283018791875029
2011-05-01,9.964285850524902,137349400,DF,0.11155378316516369
2011-06-01,12.339285850524902,79325900,DF,0.23835125122136966
2011-07-01,10.964285850524902,63333200,DF,-0.11143270499252667
2011-08-01,9.964285850524902,124711500,DF,-0.0912052105930936
2011-09-01,7.705357074737549,83605700,DF,-0.2267025263700516
2011-10-01,7.830357074737549,59210400,DF,0.01622247986531599
2011-11-01,8.383928298950195,65683200,DF,0.07069552753840419
2011-12-01,9.071428298950195,43196200,DF,0.08200213259052874
2012-01-01,10.232142448425293,36643100,DF,0.1279527447303335
2012-02-01,9.723214149475098,66028900,DF,-0.04973819525240468
2012-03-01,10.9375,43726500,DF,0.12488523155591044
2012-04-01,10.776785850524902,41162000,DF,-0.014693865094866072
2012-05-01,11.017857551574707,119328900,DF,0.022369536185787978
2012-06-01,13.821428298950195,83151000,DF,0.2544569789772598
2012-07-01,15.0625,126542600,DF,0.08979330313814746
2012-08-01,11.071428298950195,128211700,DF,-0.2649674158373314
2012-09-01,14.705357551574707,78289600,DF,0.3282258760569388
2012-10-01,14.580357551574707,144699100,DF,-0.008500303346015176
2012-11-01,14.883928298950195,82403600,DF,0.02082052832392317
2012-12-01,15.866071701049805,59738700,DF,0.06598684046125664
2013-01-01,14.973214149475098,58181000,DF,-0.056274644940349644
2013-02-01,16.464284896850586,90012800,DF,0.09958254336646613
2013-03-01,14.803571701049805,79679500,DF,-0.10086761776810939
2013-04-01,16.125,58609700,DF,0.08926415365397834
2013-05-01,17.10714340209961,184723500,DF,0.0609081179596657
2013-06-01,20.959999084472656,46390100,DF,0.22521911413334939
2013-07-01,20.239999771118164,33263700,DF,-0.034351113778810886
2013-08-01,22.0,40240700,DF,0.08695653403086004
2013-09-01,18.959999084472656,28078900,DF,-0.13818185979669745
2013-10-01,19.229999542236328,34637800,DF,0.014240531160404406
2013-11-01,19.559999465942386,36046600,DF,0.017160682868517702
2013-12-01,17.989999771118164,40075400,DF,-0.08026583526026598
2014-01-01,17.170000076293945,46324200,DF,-0.04558086188198166
2014-02-01,15.800000190734865,57246000,DF,-0.07979032495466287
2014-03-01,14.710000038146973,39530100,DF,-0.06898735059681009
2014-04-01,15.470000267028807,47330500,DF,0.05166554907620326
2014-05-01,15.850000381469727,59904000,DF,0.024563678596102777
2014-06-01,17.40999984741211,54968300,DF,0.0984226768704802
2014-07-01,17.610000610351562,65972200,DF,0.011487694698008973
2014-08-01,15.25,56686700,DF,-0.13401479435294852
2014-09-01,16.239999771118164,44994300,DF,0.06491801777824027
